title,genre,description,rating,votes
Paper Towns,"Drama,Mystery,Romance","After an all night adventure, Quentin's life-long crush, Margo, disappears, leaving behind clues that Quentin and his friends follow on the journey of a lifetime.",6.3,72515.0
High-Rise,Drama,Life for the residents of a tower block begins to run out of control.,5.7,25928.0
Quantum of Solace,"Action,Adventure,Thriller","James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource. All the while, he still tries to seek revenge over the death of his love.",6.6,347798.0
The Assignment,"Action,Crime,Thriller","After waking up and discovering that he has undergone gender reassignment surgery, an assassin seeks to find the doctor responsible.",4.5,2043.0
How to Train Your Dragon,"Animation,Action,Adventure","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",8.1,523893.0
Lady in the Water,"Drama,Fantasy,Mystery","Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.",5.6,82701.0
The Fountain,"Drama,Sci-Fi","As a modern-day scientist, Tommy is struggling with mortality, desperately searching for the medical breakthrough that will save the life of his cancer-stricken wife, Izzi.",7.3,199193.0
Cars 2,"Animation,Adventure,Comedy",Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,6.2,110490.0
31,"Horror,Thriller","Five carnival workers are kidnapped and held hostage in an abandoned, Hell-like compound where they are forced to participate in a violent game, the goal of which is to survive twelve hours against a gang of sadistic clowns.",5.1,10871.0
Final Girl,"Action,Thriller",A man teaches a young woman how to become a complete weapon. Later she is approached by a group of sadistic teens who kill blonde women for unknown reasons. The hunting season begins.,4.7,9026.0
Chalk It Up,Comedy,"When a super girly-girl is dumped by her boyfriend; she decides to do everything she can to get him back by building a college gymnastics team, quickly learning that she is capable of a lot more than just getting an MRS degree.",4.8,499.0
The Man Who Knew Infinity,"Biography,Drama","The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy.",7.2,29912.0
Unknown,"Action,Mystery,Thriller","A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",6.9,218679.0
Self/less,"Action,Mystery,Sci-Fi","A dying real estate mogul transfers his consciousness into a healthy young body, but soon finds that neither the procedure nor the company that performed it are quite what they seem.",6.5,67196.0
Mr. Brooks,"Crime,Drama,Thriller",A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.,7.3,128146.0
Tramps,"Comedy,Romance",A young man and woman find love in an unlikely place while carrying out a shady deal.,6.5,1031.0
Before We Go,"Comedy,Drama,Romance",Two strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of their lives.,6.9,31370.0
Captain Phillips,"Biography,Drama,Thriller","The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",7.8,346154.0
The Secret Scripture,Drama,A woman keeps a diary of her extended stay at a mental hospital.,6.8,378.0
Max Steel,"Action,Adventure,Family","The adventures of teenager Max McGrath and his alien companion, Steel, who must harness and combine their tremendous new powers to evolve into the turbo-charged superhero Max Steel.",4.6,11555.0
Hotel Transylvania 2,"Animation,Comedy,Family","Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.",6.7,69157.0
Hancock,"Action,Crime,Drama",Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,6.4,366138.0
Sisters,Comedy,Two sisters decide to throw one last house party before their parents sell their family home.,6.0,50241.0
Sisters,Comedy,Two sisters decide to throw one last house party before their parents sell their family home.,6.0,50241.0
The Family,"Comedy,Crime,Thriller","The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.",6.3,92868.0
The Family,"Comedy,Crime,Thriller","The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.",6.3,92868.0
The Family,"Comedy,Crime,Thriller","The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.",6.3,92868.0
The Family,"Comedy,Crime,Thriller","The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.",6.3,92868.0
Zack and Miri Make a Porno,"Comedy,Romance","Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",6.6,154936.0
Ma vie de Courgette,"Animation,Comedy,Drama","After losing his mother, a young boy is sent to a foster home with other orphans his age where he begins to learn the meaning of trust and true love.",7.8,4370.0
Man on a Ledge,"Action,Crime,Thriller","As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion.",6.6,129252.0
No Strings Attached,"Comedy,Romance","A guy and girl try to keep their relationship strictly physical, but it's not long before they learn that they want something more.",6.2,178243.0
Rescue Dawn,"Adventure,Biography,Drama",A U.S. fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,7.3,87887.0
Despicable Me 2,"Animation,Adventure,Comedy","When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.",7.4,304837.0
A Walk Among the Tombstones,"Crime,Drama,Mystery",Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,6.5,93883.0
The World's End,"Action,Comedy,Sci-Fi",Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.,7.0,199813.0
Yoga Hosers,"Comedy,Fantasy,Horror",Two teenage yoga enthusiasts team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans.,4.3,7091.0
Seven Psychopaths,"Comedy,Crime",A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,7.2,196652.0
Beowulf,"Animation,Action,Adventure","The warrior Beowulf must fight and defeat the monster Grendel who is terrorizing Denmark, and later, Grendel's mother, who begins killing out of revenge.",6.2,146566.0
Jack Ryan: Shadow Recruit,"Action,Drama,Thriller","Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",6.2,103681.0
1408,"Fantasy,Horror","A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",6.8,221073.0
The Gambler,"Crime,Drama,Thriller",Lit professor and gambler Jim Bennett's debt causes him to borrow money from his mother and a loan shark. Further complicating his situation is his relationship with one of his students. Will Bennett risk his life for a second chance?,6.0,52537.0
Prince of Persia: The Sands of Time,"Action,Adventure,Fantasy",A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.,6.6,233148.0
The Spectacular Now,"Comedy,Drama,Romance","""A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical """"nice girl.""""""",7.1,115751.0
A United Kingdom,"Biography,Drama,Romance","The story of King Seretse Khama of Botswana and how his loving but controversial marriage to a British white woman, Ruth Williams, put his kingdom into political and diplomatic turmoil.",6.8,4771.0
USS Indianapolis: Men of Courage,"Action,Drama,History","During World War II, an American navy ship is sunk by a Japanese submarine leaving 300 crewmen stranded in shark infested waters.",5.2,4964.0
Turbo Kid,"Action,Adventure,Comedy","In a post-apocalyptic wasteland in 1997, a comic book fan adopts the persona of his favourite hero to save his enthusiastic friend and fight a tyrannical overlord.",6.7,19309.0
Mama,"Horror,Thriller",A young couple take in their two nieces only to suspect that a foreboding evil has latched itself to their family.,6.2,142560.0
Orphan,"Horror,Mystery,Thriller",A husband and wife who recently lost their baby adopt a nine year-old girl who is not nearly as innocent as she claims to be.,7.0,153448.0
To Rome with Love,"Comedy,Romance","The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into.",6.3,72050.0
Fantastic Mr. Fox,"Animation,Adventure,Comedy",An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,7.8,149779.0
Inside Man,"Crime,Drama,Mystery","A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",7.6,285441.0
I.T.,"Crime,Drama,Mystery","A self-proclaimed millionaire, has his life turned upside down after firing his I.T. consultant.",5.4,8755.0
127 Hours,"Adventure,Biography,Drama","An adventurous mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.",7.6,294010.0
Annabelle,"Horror,Mystery,Thriller",A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,5.4,91106.0
Wolves at the Door,"Horror,Thriller","Four friends gather at an elegant home during the Summer of Love, 1969. Unbeknownst to them, deadly visitors are waiting outside. What begins as a simple farewell party turns to a night of ... See full summary »",4.6,564.0
Suite Française,"Drama,Romance,War","During the early years of Nazi occupation of France in World War II, romance blooms between Lucile Angellier (Michelle Williams), a French villager, and Bruno von Falk (Matthias Schoenaerts), a German soldier.",6.9,13711.0
The Imaginarium of Doctor Parnassus,"Adventure,Fantasy,Mystery",A traveling theater company gives its audience much more than they were expecting.,6.8,130153.0
G.I. Joe: The Rise of Cobra,"Action,Adventure,Sci-Fi","An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.",5.8,180105.0
Christine,"Biography,Drama","The story of Christine Chubbuck, a 1970s TV reporter struggling with depression and professional frustrations as she tries to advance her career.",7.0,5855.0
Man Down,"Drama,Thriller","In a post-apocalyptic America, former U.S. Marine Gabriel Drummer searches desperately for the whereabouts of his son, accompanied by his best friend and a survivor.",5.8,4779.0
Crawlspace,"Horror,Thriller",A thriller centered around a widower who moves into a seemingly perfect new home with his daughter and new wife.,5.3,1427.0
Shut In,"Drama,Horror,Thriller","A heart-pounding thriller about a widowed child psychologist who lives in an isolated existence in rural New England. Caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.",4.6,5715.0
The Warriors Gate,"Action,Adventure,Fantasy",A teenager is magically transported to China and learns to convert his video game skills into those of a Kung Fu warrior.,5.3,1391.0
Grindhouse,"Action,Horror,Thriller",Quentin Tarantino and Robert Rodriguez's homage to exploitation double features in the 60s and 70s with two back-to-back cult films that include previews of coming attractions between them.,7.6,160350.0
Disaster Movie,Comedy,"Over the course of one evening, an unsuspecting group of twenty-somethings find themselves bombarded by a series of natural disasters and catastrophic events.",1.9,77207.0
Rocky Balboa,"Drama,Sport","Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight; against the reigning heavyweight champ Mason 'The Line' Dixon.",7.2,171356.0
Diary of a Wimpy Kid: Dog Days,"Comedy,Family","School's out. Summer vacation is on. However, Greg may not have the best summer vacation ever. What could go wrong?",6.4,16917.0
Jane Eyre,"Drama,Romance",A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.,7.4,67464.0
Fool's Gold,"Action,Adventure,Comedy",A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance.,5.7,62719.0
The Dictator,Comedy,The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.,6.4,225394.0
The Loft,"Mystery,Romance,Thriller","Five married guys conspire to secretly share a penthouse loft in the city--a place where they can carry out hidden affairs and indulge in their deepest fantasies. But the fantasy becomes a nightmare when they discover the dead body of an unknown woman in the loft, and they realize one of the group must be involved.",6.3,38804.0
Bacalaureat,"Crime,Drama",A film about compromises and the implications of the parent's role.,7.5,5531.0
You Don't Mess with the Zohan,"Action,Comedy",An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.,5.5,163144.0
Exposed,"Crime,Drama,Mystery",A police detective investigates the truth behind his partner's death. The mysterious case reveals disturbing police corruption and a dangerous secret involving an unlikely young woman.,4.2,8409.0
Maudie,"Biography,Drama,Romance",An arthritic Nova Scotia woman works as a housekeeper while she hones her skills as an artist and eventually becomes a beloved figure in the community.,7.8,346.0
Horrible Bosses 2,"Comedy,Crime","Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",6.3,125190.0
A Bigger Splash,"Drama,Thriller",The vacation of a famous rock star and a filmmaker in Italy is disrupted by the unexpected visit of an old friend and his daughter.,6.4,15232.0
Melancholia,Drama,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,7.1,137117.0
The Princess and the Frog,"Animation,Adventure,Comedy","A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",7.1,95480.0
Unstoppable,"Action,Thriller","With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.",6.8,157499.0
Unstoppable,"Action,Thriller","With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.",6.8,157499.0
Flight,"Drama,Thriller","An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.",7.3,276347.0
Home,"Animation,Adventure,Comedy","An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.",6.7,77447.0
La migliore offerta,"Crime,Drama,Mystery","In the world of high-end art auctions and antiques, Virgil Oldman is an elderly and esteemed but eccentric genius art-expert, known and appreciated by the world. Oldman is hired by a ... See full summary »",7.8,77986.0
Mean Dreams,Thriller,"Follows Casey and Jonas, two teenagers desperate to escape their broken and abusive homes and examines the desperation of life on the run and the beauty of first love.",6.3,1066.0
42,"Biography,Drama,Sport",This movie is about Jackie Robinson and his journey to becoming a Brooklyn Dodger and his life during that time.,7.5,69659.0
21,"Crime,Drama,Thriller","""""""21"""" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.""",6.8,198395.0
Begin Again,"Drama,Music",A chance encounter between a disgraced music-business executive and a young singer-songwriter new to Manhattan turns into a promising collaboration between the two talents.,7.4,111875.0
Out of the Furnace,"Crime,Drama,Thriller","When Rodney Baze mysteriously disappears and law enforcement doesn't follow through fast enough, his older brother, Russell, takes matters into his own hands to find justice.",6.8,88829.0
Vicky Cristina Barcelona,"Drama,Romance","Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",7.1,208770.0
Kung Fu Panda,"Animation,Action,Adventure","The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance: However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a tyro in martial arts.",7.6,329788.0
Barbershop: The Next Cut,"Comedy,Drama","As their surrounding community has taken a turn for the worse, the crew at Calvin's Barbershop come together to bring some much needed change to their neighborhood.",5.9,9993.0
Terminator Salvation,"Action,Adventure,Drama","In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?",6.6,297093.0
Freedom Writers,"Biography,Crime,Drama","A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",7.5,55648.0
The Hills Have Eyes,Horror,"A suburban American family is being stalked by a group of psychotic people who live in the desert, far away from civilization.",6.4,136642.0
Changeling,"Biography,Drama,Mystery","A grief-stricken mother takes on the LAPD to her own detriment when it stubbornly tries to pass off an obvious impostor as her missing child, while also refusing to give up hope that she will find him one day.",7.8,206793.0
Remember Me,"Drama,Romance","A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder.",7.2,119376.0
Koe no katachi,"Animation,Drama,Romance","The story revolves around Nishimiya Shoko, a grade school student who has impaired hearing. She transfers into a new school, where she is bullied by her classmates, especially Ishida Shouya... See full summary »",8.4,2421.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Comedy,Family","Alexander's day begins with gum stuck in his hair, followed by more calamities. However, he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother and sister - who all find themselves living through their own terrible, horrible, no good, very bad day.",6.2,32310.0
Locke,Drama,"Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence.",7.1,100890.0
The 9th Life of Louis Drax,"Mystery,Thriller",A psychologist who begins working with a young boy who has suffered a near-fatal fall finds himself drawn into a mystery that tests the boundaries of fantasy and reality.,6.3,6175.0
Horns,"Drama,Fantasy,Horror","In the aftermath of his girlfriend's mysterious death, a young man awakens to find strange horns sprouting from his temples.",6.5,61060.0
Indignation,"Drama,Romance","In 1951, Marcus, a working-class Jewish student from New Jersey, attends a small Ohio college, where he struggles with sexual repression and cultural disaffection, amid the ongoing Korean War.",6.9,7402.0
The Stanford Prison Experiment,"Biography,Drama,History",Twenty-four male students out of seventy-five were selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building.,6.9,20907.0
Diary of a Wimpy Kid: Rodrick Rules,"Comedy,Family","Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",6.6,20194.0
Mission: Impossible III,"Action,Adventure,Thriller",Agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fianceé in response .,6.9,270429.0
En man som heter Ove,"Comedy,Drama","Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.",7.7,21569.0
Dragonball Evolution,"Action,Adventure,Fantasy","The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.",2.7,59512.0
Red Dawn,"Action,Thriller",A group of teenagers look to save their town from an invasion of North Korean soldiers.,5.4,64584.0
One Day,"Drama,Romance","After spending the night together on the night of their college graduation Dexter and Em are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day.",7.0,113599.0
One Day,"Drama,Romance","After spending the night together on the night of their college graduation Dexter and Em are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day.",7.0,113599.0
One Day,"Drama,Romance","After spending the night together on the night of their college graduation Dexter and Em are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day.",7.0,113599.0
Life as We Know It,"Comedy,Drama,Romance",Two single adults become caregivers to an orphaned girl when their mutual best friends die in an accident.,6.6,101301.0
28 Weeks Later,"Drama,Horror,Sci-Fi","Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes to plan.",7.0,221858.0
Warm Bodies,"Comedy,Horror,Romance","After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world.",6.9,193579.0
Blue Jasmine,Drama,"A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...",7.3,160592.0
G.I. Joe: Retaliation,"Action,Adventure,Sci-Fi",The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,5.8,152145.0
Wrath of the Titans,"Action,Adventure,Fantasy","Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.",5.8,159230.0
Shin Gojira,"Action,Adventure,Drama",Japan is plunged into chaos upon the appearance of a giant monster.,6.9,8365.0
Saving Mr. Banks,"Biography,Comedy,Drama","Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",7.5,125693.0
Transcendence,"Drama,Mystery,Romance","A scientist's drive for artificial intelligence, takes on dangerous implications when his consciousness is uploaded into one such program.",6.3,184564.0
Rio,"Animation,Adventure,Comedy","When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.",6.9,173919.0
Equals,"Drama,Romance,Sci-Fi","In an emotionless utopia, two people fall in love when they regain their feelings from a mysterious disease, causing tensions between them and their society.",6.1,16361.0
Babel,Drama,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",7.5,253417.0
Babel,Drama,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",7.5,253417.0
The Tree of Life,"Drama,Fantasy","The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.",6.8,143517.0
The Lucky One,"Drama,Romance",A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,6.5,82874.0
Piranha 3D,"Comedy,Horror,Thriller","After a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area's new razor-toothed residents.",5.5,75262.0
50/50,"Comedy,Drama,Romance","Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",7.7,281625.0
The Intent,"Crime,Drama","Gunz (Dylan Duffus) is thrust into a world of excitement when he joins the TIC crew. The crew, led by the ruthless Hoodz (Scorcher), goes from low level weed peddling to full on armed ... See full summary »",3.5,202.0
This Is 40,"Comedy,Romance","Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",6.2,108156.0
Real Steel,"Action,Drama,Family","In the near future, robot boxing is a top sport. A struggling promoter feels he's found a champion in a discarded robot.",7.1,264480.0
Sex and the City,"Comedy,Drama,Romance",A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,5.5,102547.0
Sex and the City,"Comedy,Drama,Romance",A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,5.5,102547.0
Rambo,"Action,Thriller,War","In Thailand, John Rambo joins a group of missionaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.",7.1,187077.0
Planet Terror,"Action,Comedy,Horror","After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release.",7.1,174553.0
Concussion,"Biography,Drama,Sport","In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.",7.1,61274.0
The Fall,"Adventure,Comedy,Drama","In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",7.9,93036.0
The Ugly Truth,"Comedy,Romance",A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help ... See full summary »,6.5,172558.0
Bride Wars,"Comedy,Romance",Two best friends become rivals when they schedule their respective weddings on the same day.,5.5,83976.0
Sleeping with Other People,"Comedy,Drama,Romance","A good-natured womanizer and a serial cheater form a platonic relationship that helps reform them in ways, while a mutual attraction sets in.",6.5,27730.0
Snakes on a Plane,"Action,Adventure,Crime","An FBI agent takes on a plane full of deadly and venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.",5.6,118905.0
What If,"Comedy,Romance","Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life.",6.8,55243.0
What If,"Comedy,Romance","Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life.",6.8,55243.0
How to Train Your Dragon 2,"Animation,Action,Adventure","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",7.9,237565.0
RoboCop,"Action,Crime,Sci-Fi","In 2028 Detroit, when Alex Murphy - a loving husband, father and good cop - is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer.",6.2,190833.0
In Dubious Battle,Drama,An activist gets caught up in the labor movement for farm workers in California during the 1930s.,6.2,1455.0
"Hello, My Name Is Doris","Comedy,Drama,Romance",A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,6.7,12361.0
Ocean's Thirteen,"Crime,Thriller","Danny Ocean rounds up the boys for a third heist, after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.",6.9,269581.0
Slither,"Comedy,Horror,Sci-Fi","A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters.",6.5,64351.0
Contagion,"Drama,Thriller","Healthcare professionals, government officials and everyday people find themselves in the midst of a worldwide epidemic as the CDC works to find a cure.",6.6,187004.0
Il racconto dei racconti - Tale of Tales,"Drama,Fantasy,Horror","From the bitter quest of the Queen of Longtrellis, to two mysterious sisters who provoke the passion of a king, to the King of Highhills obsessed with a giant Flea, these tales are inspired by the fairytales by Giambattista Basile.",6.4,17565.0
I Am the Pretty Thing That Lives in the House,Thriller,A young nurse takes care of elderly author who lives in a haunted house.,4.7,4204.0
Bridge to Terabithia,"Adventure,Drama,Family",A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality.,7.2,117297.0
Coherence,"Mystery,Sci-Fi,Thriller",Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead.,7.2,66265.0
Notorious,"Biography,Crime,Drama","The life and death story of Notorious B.I.G. (a.k.a. Christopher Wallace), who came straight out of Brooklyn to take the world of rap music by storm.",6.7,33007.0
Goksung,"Drama,Fantasy,Horror",A stranger arrives in a little village and soon after a mysterious sickness starts spreading. A policeman is drawn into the incident and is forced to solve the mystery in order to save his daughter.,7.5,17962.0
The Expendables 2,"Action,Adventure,Thriller","Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",6.6,257395.0
The Girl Next Door,"Crime,Drama,Horror","Based on the Jack Ketchum novel of the same name, The Girl Next Door follows the unspeakable torture and abuses committed on a teenage girl in the care of her aunt...and the boys who witness and fail to report the crime.",6.7,19351.0
Perfume: The Story of a Murderer,"Crime,Drama,Fantasy","Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.",7.5,199387.0
The Golden Compass,"Adventure,Family,Fantasy","In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.",6.1,155078.0
Centurion,"Action,Adventure,Drama",A splinter group of Roman soldiers fight for their lives behind enemy lines after their legion is decimated in a devastating guerrilla attack.,6.4,67801.0
Scouts Guide to the Zombie Apocalypse,"Action,Comedy,Horror","Three scouts, on the eve of their last camp-out, discover the true meaning of friendship when they attempt to save their town from a zombie outbreak.",6.3,31651.0
17 Again,"Comedy,Drama,Family",Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.,6.4,152808.0
No Escape,"Action,Thriller","In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape from an environment where foreigners are being immediately executed.",6.8,57921.0
Superman Returns,"Action,Adventure,Sci-Fi","Superman reappears after a long absence, but is challenged by an old foe who uses Kryptonian technology for world domination.",6.1,246797.0
